id_room,title,source_id,dating_original,dating_start,dating_end,room_functions,iconclasses,iconclassses_level_0,iconclassses_level_1
1220,Der Hauptsaal,910d9fd3-2696-414f-9ab9-b3d9d07874b7,1737-1749,1737.0,1749.0,MAIN_HALLS,"12F13,24F2,47G3,47G6(KRAN),48C1,48C10,48C20,48C510,48C70,48C7312,48C7324,48C73511,48C7521,48C7522,48C7525,48C755,48C901,48C910,49C123,49D0,49E2513,92A,92B1,92B3,92B4,92B5,92C1,92C2,92C3,92C4,92D1,92D1916,92D3,92L1,92L5,92N1,93D1,94L,94R,96A12,96A27","1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","12,24,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,49,49,49,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,93,94,94,96,96,96"
1223,Das östliche Vorzimmer,01d8c924-edc6-4bb2-a731-8fc207b7da69,1690-1695,1690.0,1695.0,ANTEROOMS,94C1131,9,94
1229,Der Gartensaal,d8c580ce-fb0b-4155-8656-28fdb85ecd4b,1766-1771,1766.0,1771.0,GUARD_HALLS,"25HH,25I9,48A98341","2,2,4","25,25,48"
1232,Hauskapelle,bd46300a-2a5f-4f71-9c61-4444c453a27c,um 1766,1766.0,1766.0,ROYAL_CHAPELS_ROOMS,"11D121(+3),11G,11G1911,11G24,11HH,11I63,11Q7562,25G41(LILY),41A7751,47I221,49MM32,71C21,73AA523,73B25,73B3,73B57,73B641,73C121,73C423,73C7","1,1,1,1,1,1,1,2,4,4,4,7,7,7,7,7,7,7,7,7","11,11,11,11,11,11,11,25,41,47,49,71,73,73,73,73,73,73,73,73"
1265,Hauptsaal,75364280-6e0a-11ea-be27-35ed93ab355f,"1693, um 1930",1693.0,1693.0,MAIN_HALLS,"25I1,44A1(+1),45A10,45A20,51H42,59C2,61F","2,4,4,4,5,5,6","25,44,45,45,51,59,61"
1271,Schreib-Cabinet,1be61640-67ec-45f5-ab83-e6bec9a2b271,1764-1771,1764.0,1771.0,CABINETS_ROOMS,"54A2,57A64,71A8,71C131,92B1218,94L","5,5,7,7,9,9","54,57,71,71,92,94"
1283,Das Kabinett des Gastgemachs,0f242643-babe-4edb-b889-fd5a555bb229,1737-1747,1737.0,1747.0,CABINETS_ROOMS,"43C111261,92D1916","4,9","43,92"
1286,Hauptsaal,0c81af70-c597-11e9-9b89-139a7d3e65b8,um 1700,1700.0,1700.0,MAIN_HALLS,"48C10,48C20,48C510,48C70,92D1916","4,4,4,4,9","48,48,48,48,92"
1292,Hauptsaal,12bc13f9-8273-4853-a05d-bffbf45422cb,1651-1652,1651.0,1652.0,MAIN_HALLS,"21,21A,21B,21C,21D,23D4,23D41,23D42,23D43,23D44","2,2,2,2,2,2,2,2,2,2","21,21,21,21,21,23,23,23,23,23"
1313,Der Grüne Salon,ae9dff9b-935b-4cf3-b9ee-edd9ac813a2d,"1779, 1783-85",1779.0,1785.0,HALLS,"92C271,92D1916","9,9","92,92"
1346,Südwestliches Eckkabinett,4d9689c8-9527-4731-a17e-bc00dd16a2dc,1716,1716.0,1716.0,CABINETS_ROOMS,"31D15,92D1916,92L41","3,9,9","31,92,92"
1364,Die Schlosskapelle,9b842663-64a5-4bef-9069-ebceee47e679,1710/29,1710.0,1729.0,ROYAL_CHAPELS_ROOMS,"11H(JOHN),11H(LUKE),11H(MARK),11H(MATTHEW),11I421,11I422,11I423,11I424,7(+13)","1,1,1,1,1,1,1,1,7","11,11,11,11,11,11,11,11,7(+1)"
1376,Das ehemalige Audienzzimmer,b543aa55-47cc-4f03-b827-fd8e0e387424,1680,1680.0,1680.0,PRESENCE_CHAMBERS,"11S723,44B10,92C421,92H","1,4,9,9","11,44,92,92"
1379,Das nördliche Kabinett,e79e03fb-55c8-4d92-b8fc-96dae93c2edd,1708-1711,1708.0,1711.0,CABINETS_ROOMS,"23R140,92C371,92C3711","2,9,9","23,92,92"
1382,"Der einstige Saal, jetzt Treppenhaus, im ersten Obergeschoss",6c4c66d8-7170-4f2e-ba1a-8b9661d98fd4,1723-1728,1723.0,1728.0,HALLS,"25F35(Parrot),41AA3311","2,4","25,41"
1406,Saal im zweiten Obergeschoss,88ed6502-ff76-4019-a4c1-fc6d4ff1d47d,1732,1732.0,1732.0,MAIN_HALLS,"48C,91C21,92B1,92B4,92B478,92C2,92C27","4,9,9,9,9,9,9","48,91,92,92,92,92,92"
1412,Der Saal im Belvedere,d4d394b3-b032-4a97-bdc6-e0eaa4b5a049,1748–1751,1748.0,1751.0,MAIN_HALLS,"26A,31D150,92D1916,96A43","2,3,9,9","26,31,92,96"
1418,Marienkapelle,98274460-c806-11e9-8a8f-6315b3a88f02,um 1680,1680.0,1680.0,CHAPELS_ROOMS,73E77,7,73
1427,Der Sommersaal,f80c5357-0f0b-4404-9d0c-d43a2604b18b,1706,1706.0,1706.0,HALLS,11HH(CUNEGUNDA)61,1,11
1436,Kabinett,d69f83a5-25cc-45ce-ae79-6b475db4ba78,1730-1737,1730.0,1737.0,CABINETS_ROOMS,71K42,7,71
1442,Vorzimmer im ersten Obergeschoss,b22d1590-7e0a-437f-8d8d-5129b44924a0,1737-1747,1737.0,1747.0,ANTEROOMS,"23R11,23R113,23R13,25HH15,41CC5,43C11,43C11311,92D1916,92L1911,92L3,92L4","2,2,2,2,4,4,4,9,9,9,9","23,23,23,25,41,43,43,92,92,92,92"
1451,Treppenhaus,dcc49f3b-2778-493e-bbfa-3ad386ec222c,1706-1710,1706.0,1710.0,STAIRWELLS,"48C14,48C1633,92B18(THUNDERBOLT),94L8(CLUB)","4,4,9,9","48,48,92,94"
1454,Hauptsaal,9ad093d0-bee4-419e-ae73-18a0b2553015,1700,1700.0,1700.0,MAIN_HALLS,"92D19163,92M1,92M139,92M2","9,9,9,9","92,92,92,92"
1460,Das ehemalige Schlafzimmer Herzogs Friedrich III.,cc600729-c6f7-4066-a482-9ecc2181d62e,1724-1732,1724.0,1732.0,BEDROOMS,"92C421,92C473,92C491","9,9,9","92,92,92"
1481,Der Hauptsaal im Obergeschoss,32632b7b-7feb-4acc-9700-678d53e0c964,1678-1690,1678.0,1690.0,MAIN_HALLS,"44B14,61B2,92B5,92C2,92C3,92C392,92D1916,92M,96A23,96A27","4,6,9,9,9,9,9,9,9,9","44,61,92,92,92,92,92,92,96,96"
1487,Treppenhaus,fb3a0577-6c1a-43b2-9a8a-862f6312a904,1712-1714,1712.0,1714.0,STAIRWELLS,"11M4,21,23D4,25F23(LION),34B11","1,2,2,2,3","11,21,23,25,34"
1490,Saal,2b1bb6b0-c4fc-11e9-ba3b-056cb58d1f03,1729-1732,1729.0,1732.0,HALLS,"92L1913,94L72","9,9","92,94"
1505,Das gemeinsame herzogliche Schlafzimmer,f37c2c4b-3b70-4db2-a144-dfdfe3a3bbea,1682-1686,1682.0,1686.0,BEDROOMS,"44B14,61B2(FRIEDRICH I, SACHSEN-GOTHA-ALTENBURG, HERZOG)1(+1)","4,6","44,61"
1508,Das Rote Eckkabinett mit Alkoven,b3626922-2559-4a32-991d-dcf590c1b7f0,1748,1748.0,1748.0,BEDROOMS,"23R11,23R14,41B32,48C7352,92C321,92C421,92D1,92D1916,92L41","2,2,4,4,9,9,9,9,9","23,23,41,48,92,92,92,92,92"
1532,Das Kabinett des Sommers,73a0eedf-7e6b-4736-b980-90ccfff03228,1696-1698,1696.0,1698.0,CABINETS_ROOMS,"92M1,95A(ERICHTHONIUS)1211,95A(ICARUS)68","9,9,9","92,95,95"
1544,Vorzimmer,e73beb45-bace-439c-8130-8895699a02b3,1706-1709,1706.0,1709.0,ANTEROOMS,"25F39,57AA621,57AA76,9,92C47,92D17","2,5,5,9,9,9","25,57,57,9,92,92"
1565,Die Schlosskapelle,5f7f1ee8-afe2-4e88-a1ca-f67ecfc9d13d,1715,1715.0,1715.0,ROYAL_CHAPELS_ROOMS,"11A23,11C2,11G,92D1916","1,1,1,9","11,11,11,92"
1583,Der Hauptsaal,f62d544b-5c4c-415f-b7ec-6acb8bb014c3,1748-1751,1748.0,1751.0,MAIN_HALLS,"11Q621,23D43,23D44,23O31,41C12,43B611,43C113,43C241,43C94,47I14,48C75,92L1913,92M1","1,2,2,2,4,4,4,4,4,4,4,9,9","11,23,23,23,41,43,43,43,43,47,48,92,92"
1592,Treppenhaus,892c4ff0-fab9-43b9-b028-0934eec4fb72,um 1720,1720.0,1720.0,STAIRWELLS,"11H(AUGUSTINE),11P31131,11P4432,11Q711,31A2221,49L51,49M32,49MM32,92D1916","1,1,1,1,3,4,4,4,9","11,11,11,11,31,49,49,49,92"
1604,Das Musikzimmer,281e9e90-d945-41a8-9e20-2143a6848a03,"1779, 1783-1785",1779.0,1785.0,SALONS_ROOMS_FOR_ENTERTAINING,"48C70,92D1916","4,9","48,92"
1610,Das ehemalige Schlafzimmer,6f47fbda-e3a9-4579-a6e3-9d43969b0a2a,1680,1680.0,1680.0,BEDROOMS,"41D91,92C4","4,9","41,92"
1631,Der Saal im Obergeschoss,9ac92109-dec8-4fc0-9bfc-334b04c8868d,1660,1660.0,1660.0,MAIN_HALLS,92D1,9,92
1634,Der Gartensaal,135637f4-5243-4b10-9904-c309a71a5201,"1721, 1770",1721.0,1770.0,HALLS,"11G23,25G41(LILY),33C812,92C2,96A23","1,2,3,9,9","11,25,33,92,96"
1658,So genannter Raum vor dem Putzkabinett – Kabinett der Sophie Henriette,b1fabd66-d9f8-4da2-a81f-782a5ebfcc02,1732-1740,1732.0,1740.0,CABINETS_ROOMS,"44B14,49L16","4,4","44,49"
1670,Kapelle,001a5226-5260-432f-bcfc-099e148f7196,1768,1768.0,1768.0,ROYAL_CHAPELS_ROOMS,"11H(GEORGE)11,11P315","1,1","11,11"
1676,Vestibül,5c3a4110-c5a8-11e9-b229-6b499a37f581,1769,1769.0,1769.0,VESTIBULES,"25F35,25GG","2,2","25,25"
1682,Paradeschlafzimmer,df90ea2c-c77c-4ea8-bf06-be8c65c32675,1784-1785,1784.0,1785.0,BEDROOMS,"92D1916,92E178","9,9","92,92"
1688,Beth-Cabinet (804),81b9f643-0172-4a8f-8858-cb10b8ca2043,1681,1681.0,1681.0,PRIVATE_CHAPELS,94P212,9,94
1715,Galerie,a717e700-c97c-11e9-9740-43682802c888,1684,1684.0,1684.0,LONG_GALLERIES,"41A646,48A9872","4,4","41,48"
1718,Das ehemalige Audienzzimmer,51e28caa-b0ea-4c1b-9adc-ecaed0003f16,1680,1680.0,1680.0,PRESENCE_CHAMBERS,"11D131,25F36(PELICAN),46A3","1,2,4","11,25,46"
1724,Kleines Schlafgemach im Appartement Kurfürst Friedrichs III.,4165264a-c766-4217-ba35-0f3c8d22532c,1685/1690,1685.0,1690.0,BEDROOMS,"43C1147(+0),92D1916,94N323","4,9,9","43,92,94"
1730,Die ehemalige Große Kammer gegen den Garten,3a07abc7-4cf4-4c03-88a6-c97d30a33edb,1680,1680.0,1680.0,BEDROOMS,"92B55,92C421,92C4541","9,9,9","92,92,92"
1754,Das Audienzzimmer (Garten Gobelinzimmer),9c75d7d2-ea0d-42c8-bf59-14a16513455f,1715-19,1715.0,1719.0,PRESENCE_CHAMBERS,"92D1,92D1916,95B(DANAE)","9,9,9","92,92,95"
1772,Der ehemalige Hauptsaal,ebf5943b-a585-4080-ab7c-2cd9f8acacc4,1680,1680.0,1680.0,MAIN_HALLS,"92I21214,94C111","9,9","92,94"
1778,Galeriesaal,06bf5ded-aaba-4855-a99f-e816093e6978,1696-1698,1696.0,1698.0,MAIN_HALLS,"92C152,92H,94C113,94C133,94H213,96B11,96B116,96B151,96B184,96B24,96B25,96B3313,96B332,96B52,96B8,96B834,96C(AENEAS),96C(AENEAS)211","9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","92,92,94,94,94,96,96,96,96,96,96,96,96,96,96,96,96,96,96"
1781,Der Gartensalon bzw. Steinerne Saal,f27b4a09-5fc9-45a3-a04c-0a82b3e2033e,1718-1720,1718.0,1720.0,SALA_TERRENA,92E5121,9,92
1793,Marmorbad,3962c242-7f66-404e-b739-18809235455a,1722-1728,1722.0,1728.0,BATHROOMS,"92E1,96A23","9,9","92,96"
1853,Dianasaal,d23e83be-7df4-42ed-86d5-3fe035c2f0e0,1760-1762,1760.0,1762.0,HALLS,"25I151,41C711(+1),41C7113(red),41C7113(white),42F53,43C11,43C113,43C114,43C1146,43C1147,43C11471,43C128,46C13141,47I221,47I221(+21),47I221(+22),47I3(+22),47I413,47I8,47K1(+2),92B326,92B33(+0),92C3,92C39,92C3922,92D1916(+5),92H1,92H3,92I2,92L1791,92L18(VINE),92L19,92L1911,92L3,92L41,92L412,92L415,92L5,92M1,92M2,96A23,96A27,96A43","2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","25,41,41,41,42,43,43,43,43,43,43,43,43,43,46,47,47,47,47,47,47,47,47,47,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,96,96,96,96"
1871,Das sog. Zweite Pfälzer Empfangszimmer (Audienzzimmer),45faf133-8bd8-49c4-9823-3e1235274069,1715-19,1715.0,1719.0,PRESENCE_CHAMBERS,"92B1,92B12,92B1219,92B18(EAGLE),92C371","9,9,9,9,9","92,92,92,92,92"
1877,Die Elbgalerie,1602ed82-9e68-4ce3-be49-38255be61f87,1729–1733,1729.0,1733.0,LONG_GALLERIES,"48C20,48C510,51B6(+1),52A42(+1),59A2(+1),92C27","4,4,5,5,5,9","48,48,51,52,59,92"
1889,Heilige Stiege,79e466ab-fa55-4a40-82db-9f1e64f3c826,1719-1720,1719.0,1720.0,STAIRWELLS,73D,7,73
1895,Der ehemalige Festsaal,da952f66-8751-4063-afb2-f5b1cbd4761e,1764,1764.0,1764.0,MAIN_HALLS,"44B14,59B32,92B2,92B3,92B4,92C4,92H1,96B721","4,5,9,9,9,9,9,9","44,59,92,92,92,92,92,96"
1898,Der Rondellsaal,c92eae91-4775-4b34-9eff-5dfc11be476e,1716,1716.0,1716.0,HALLS,"48C1,92D1916","4,9","48,92"
1901,Das zentrale Zimmer im Appartement der Fürstin,bdd8e9ea-3199-414f-acb8-72e7bbe29405,1709-1719,1709.0,1719.0,GALLERIES_DISPLAY_SPACES,"21A,21B,21C,21D,92C321,92E5121,94G5221,97D23,97DD18","2,2,2,2,9,9,9,9,9","21,21,21,21,92,92,94,97,97"
1907,Schlosskapelle,bc06c026-69c8-4540-b48d-2b592fdaf6e4,um 1770,1770.0,1770.0,CHAPELS_ROOMS,"73AA523,73B57,73B641","7,7,7","73,73,73"
1913,Das Kabinett nördlich des Salons,2765ae22-8f59-4164-ba8f-e6fb2946cfe1,1737-1747,1737.0,1747.0,CABINETS_ROOMS,"11R511,11R7,11R72,23U22,43C11,43C111241,43C11311","1,1,1,2,4,4,4","11,11,11,23,43,43,43"
1943,Das Vestibül,f89547a1-9fef-4f97-8003-4245a1830af3,1732-1752,1732.0,1752.0,VESTIBULES,"11G,23D4,23D41,23D42,23D43,23D44,25HH,25I1,32B3311,41A12,41C11,41C6,43C11,43C11124,43C1142,48C752,49C122,49N,61F(ALTENKAMP),61F(VELEN)","1,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,6,6","11,23,23,23,23,23,25,25,25,32,41,41,41,43,43,43,48,49,49,61,61"
1970,Treppenhaus,bb9a4f1c-0e9b-4c96-850f-537ba646e00a,1700,1700.0,1700.0,STAIRWELLS,92B5,9,92
1985,Der Dossenberger-Salon im 2. OG.,371368ea-72c5-405c-ba07-6c496c76e8ac,um 1779,1779.0,1779.0,MANSION_DINING_ROOMS,"11Q7121(CHAPEL),41A12","1,4","11,41"
1991,Die Eingangshalle,ce8f94e1-a905-40c5-b208-9e87b84d9dad,1720-1730,1720.0,1730.0,VESTIBULES,48C1,4,48
2009,Saal,38bc9a82-fa05-4187-9f7f-442b188a659c,1725-1729,1725.0,1729.0,HALLS,"11B11,11B333,11E541,25I153,42A18,92K1,92L3","1,1,1,2,4,9,9","11,11,11,25,42,92,92"
2018,Zuschauerraum,4c13e518-78db-477c-afb7-672825aaee9f,"1718–1719, 1738, 1749/1750, 1782, 1849",1718.0,1782.0,THEATERS_ROOMS,"26A,59B32(+11),92D1916","2,5,9","26,59,92"
2024,Hauptsaal,a71003f4-45f1-4b08-b822-b5b88991b766,1737,1737.0,1737.0,MAIN_HALLS,"25L,92A,92A1,92B1,92B18,92B2,92B3,92B4,92B5,92C1,92C18,92C2,92C28,92C3,92C371,92C4,92C48,92D13,92D6,94L69,96A23","2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","25,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,94,96"
2036,Der Rote Saal,90722b5c-b952-492a-a64c-12e1af20c725,1737-1744,1737.0,1744.0,PRESENCE_CHAMBERS,"11MM33,11N1,25B1,25B2,25B3,25B4,33C215,41A773,43C9,44B10,45A20,47I2213,47I4131,48C7,48C8546,57AA6221,59C2,92C47(+0),92D1,96A5(DIVINA SAPIENTIA),96A5(FIDES),96A5(JUSTITIA),96A5(PAX),96A5(PRUDENTIA),96A5(PUDICITIA),96A5(SAPIENTIA),96A5(SPES)","1,1,2,2,2,2,3,4,4,4,4,4,4,4,4,5,5,9,9,9,9,9,9,9,9,9,9","11,11,25,25,25,25,33,41,43,44,45,47,47,48,48,57,59,92,92,96,96,96,96,96,96,96,96"
2042,Die ehemalige Vorkammer an der Gartenseite,8058d3a9-1e5b-4c18-94ff-dd8cc0967e7d,1680,1680.0,1680.0,ANTEROOMS,"98B(ALEXANDER THE GREAT),98B(ALEXANDER THE GREAT)46","9,9","98,98"
2084,Das Refektorium im Obergeschoss,6e4dc190-6818-4417-b83e-17bc6b9ac993,1769,1769.0,1769.0,BANQUET_HALLS,"12A61,25G3(PINE),25HH1,25HH11,41A4,41A641,41A651,41C1,41C51,46A122(BOUSCHAK)1,48C1621,48C8133,52B2(+4),71E12541(+11),73C463,73C7264,92D1916","1,2,2,2,4,4,4,4,4,4,4,4,5,7,7,7,9","12,25,25,25,41,41,41,41,41,46,48,48,52,71,73,73,92"
2087,Die Brautkammer (803),fa3b8f26-0f7c-4dbc-8737-f1cabdb23a22,1680,1680.0,1680.0,BEDROOMS,"23A1,49K10,92B3,92B552,98B(ACHILL)9","2,4,9,9,9","23,49,92,92,98"
2090,Das Kronkabinett (805),2180d81b-12ab-458d-88b0-8f56f6d9bc29,1681,1681.0,1681.0,BEDROOMS,94R,"9,9","94,94"
2090,Das Kronkabinett (805),2180d81b-12ab-458d-88b0-8f56f6d9bc29,1681,1681.0,1681.0,CABINETS_ROOMS,94R,"9,9","94,94"
2120,Die ehemalige Bibliotheksrotunde,e1d5dfec-3078-4f3f-92e8-51ca452dbb3c,1705-1711,1705.0,1711.0,LIBRARIES_ROOMS,"23A21,24C1,24C12,24C13,24C14,24C19,24C37,91B111,92B371,92B3731,92C271,92C371,92D1,92D1916,92D4,93D21","2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9","23,24,24,24,24,24,24,91,92,92,92,92,92,92,92,93"
2126,Das sogenannte Blaue Gemach,bae88ba9-653a-4a3f-b1e9-e8ede67e1581,1686-1688,1686.0,1688.0,BEDROOMS,25HH,2,25
2129,"Das Paradezimmer ""Mohrenzimmer""",bfbfd683-fb40-44be-956a-1e6dd6db8f6a,1718-1720,1718.0,1720.0,PRESENCE_CHAMBERS,"23D41,23D42,23D43,23D44,25H1(+1),25HH1,25II9,61B2(ADOLPH FRANZ FRIEDRICH VON DER LIPPE)1,61B2(AGNES URSULA LUCIE VON DER LIPPE)1,61B2(MORITZ ANTON JOHANN VON DER LIPPE)1,61B2(OTTILIE URSULA ADOLPHINE VON SCHORLEMER)1,61B2(SOPHIA CATHARINA LUCIA MARIA VIKTORIA VON DER LIPPE)1,61B2(THERESIA SOPHIE VON DER LIPPE)1,61B2(VIKTOR ADOLPH THEODOR VON DER LIPPE)1,61E(VINSEBECK),92B39117","2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,9","23,23,23,23,25,25,25,25,25,25,61,61,61,61,61,61,61,61,61,92"
2159,Das Schlafzimmer,0a60a722-3ffb-48ab-a20c-464433f6ffb1,1727-1734,1727.0,1734.0,BEDROOMS,"23D4,92C371,92C3711,97,98B(OVID)","2,9,9,9,9","23,92,92,97,98"
2168,Audienzzimmer (Abtszimmer),513bd9e7-debb-4500-95cc-8ecb71c70ad4,1780,1780.0,1780.0,PRESENCE_CHAMBERS,"25F39,48A9863","2,4","25,48"
2174,"Ehemalige Kabinette der Herzogin, heute Roter Saal",87d6ac96-e8af-435d-b54c-ea0dac4cb94b,1692,1692.0,1692.0,CABINETS_ROOMS,"92C421,95A(PYRAMUS&THISBE)","9,9","92,95"
2177,Der Thronsaal,42338bd3-a7de-4180-bf64-75daa4460ec1,1729–1733,1729.0,1733.0,HALLS,92C2431,9,92
2183,Großes Schlafgemach im Appartement Kurfürst Friedrichs III.,15dfd86c-178b-4fe8-b45b-f60059ecb380,1685/1690,1685.0,1690.0,BEDROOMS,"43C1147,48C75,92C35,92C392,92D1916,92L15,96A27","4,4,4,9,9,9,9,9,9","43,43,48,92,92,92,92,92,96"
2192,Nordöstliches Eckkabinett,821f2826-92c2-4d47-bf2b-5297fa95b6c1,1716,1716.0,1716.0,CABINETS_ROOMS,"25G21(CHERRY),31D14,42F53,92C3","2,3,4,9","25,31,42,92"
2210,Treppenhaus,c9354ffd-2899-4bb1-b88a-e82ca78d9321,1762–1763,1762.0,1763.0,STAIRWELLS,11Q621(+4),1,11
2234,Schlosskapelle,8d0cebd8-af31-4ca3-9b43-a248d41f419c,1705-1718,1705.0,1718.0,CHAPELS_ROOMS,"11F112,11I431,11I5,11I51,73E7,73E77","1,1,1,1,1,7,7","11,11,11,11,11,73,73"
2237,Hauptsaal,00f23bb7-adea-4053-b5d2-5d3ae3569a2a,1677,1677.0,1677.0,MAIN_HALLS,"23S1,45A31,98B(ALEXANDERTHEGREAT)(+5),98B(CAESAR)(+5)","2,4,9,9","23,45,98,98"
2243,Der Saal,0e34b3d4-7156-4a3f-b29a-3bc2fe03e6c5,1624-1683,1624.0,1683.0,HALLS,"25F23(FOX),25F24(DEER),25F24(STAG),25F6,31D1122,31D11222,41A622,41B214,42,42A311,42B,42F5,42G211,42G222,43C11123,43C11124,43C128,43C4154,43C7147,43C92,44B1,44BB1,46B21,46C131,46C13141(BLACK HORSE),46C13141(WHITE HORSE),48C7532,61BB112","2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6","25,25,25,25,31,31,41,41,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,43,43,44,44,46,46,46,46,46,48,61"
2246,Die Kapelle,4aab814a-a946-4d8a-9c33-a2d9d534071b,"1692, 1707, 1827",1692.0,1707.0,ROYAL_CHAPELS_ROOMS,"11D3,11F2,11G,11H(JOSEF)68,47D8,73E81(+31)","1,1,1,1,4,7","11,11,11,11,47,73"
2255,Die ehemalige Garderobe,e499230b-f374-4f52-935e-c932a9619838,1680,1680.0,1680.0,WARDROBES_ROOMS,71P4142,7,71
2267,Das Schlafzimmer des Herzogs,814f6e42-6163-4332-bc1c-28b97e26b1c8,1680-1686,1680.0,1686.0,BEDROOMS,25HH,"2,2","25,25"
2270,Der Saal im Schönhof,d5d5b287-aaed-416a-a81d-bf4241c616b2,"1721, 1775",1721.0,1775.0,HALLS,"25FF22,25FF411,25G21,31B521,41D2212,43C7,43C7118,43C9,47I1111,47I4221,48A98211,48A98333,48A9854,48A9871,48A9872,48A9874,48A9875,48A9877,48AA9831,48AA98341,48C,48C14,48C1611,48CC73511,61BB111(+513),92B5722,92C2,92D1916,92D425,92L1,92L18,92L1913,92L4,94L24(+0)","2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,9,9,9,9,9,9,9,9,9,9,9,9,9","25,25,25,31,41,43,43,43,47,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,61,92,92,92,92,92,92,92,92,92,92,92,92,94"
2279,Das Bänderzimmer,9553b545-95e7-4ec8-9638-edf6805fef3d,1780-1790,1780.0,1790.0,ANTEROOMS,"25G21(APPLE),41A6711,41A7751,41D26612,43C11482,45C15(BOW AND ARROW),45C15(SPEAR),47I1421,47I15(SICKLE),47I4223,48C5152,48C5153,61BB111(+513)","2,4,4,4,4,4,4,4,4,4,4,4,6","25,41,41,41,43,45,45,47,47,47,48,48,61"
2282,Das Vestibül,6987dc6a-7677-4574-952b-f5f6ec9ae728,1721,1721.0,1721.0,VESTIBULES,"92C18(Peacock),92C4,92C454,92D1","9,9,9,9","92,92,92,92"
2294,Das ehemalige Vorzimmer nach dem Speisesaal,b02e0713-8bae-4174-b5b0-afcdd29745ed,1680,1680.0,1680.0,ANTEROOMS,"11E541,11E542,11E543,11E545,11M1,57B21","1,1,1,1,1,5","11,11,11,11,11,57"
2318,Sommerspeisesaal,055d010c-9d55-46a1-94e1-1a8d7f9884bf,1691-1692,1691.0,1692.0,BANQUET_HALLS,98B(OVID),9,98
2327,Der Hauptsaal,db4858f4-4088-4d45-9573-fd9a8742ff30,1702-1712,1702.0,1712.0,MAIN_HALLS,"92A,94L","9,9,9","92,92,94"
2333,Die ehemalige Große Kammer,405d10ec-785b-4261-bf82-523f2323be60,1680,1680.0,1680.0,PRESENCE_CHAMBERS,"11G,98C(LUCRETIA)6","1,9","11,98"
2336,Oberes Vestibül,69fbeb29-0e43-459a-a9d9-ecca1506fb36,1698-1700,1698.0,1700.0,VESTIBULES,"91D12,92C49151","9,9","91,92"
2351,Der so genannte Schlachtensaal,23f31e04-b209-4d5f-a2ea-06be17983b59,1698,1698.0,1698.0,MAIN_HALLS,"41C711(+0),45C621,45D1(+1),45H3,46B11,46B11(+0),46C13142","4,4,4,4,4,4,4,4,4","41,45,45,45,45,45,46,46,46"
2360,Das Treppenhaus,d86abcfb-486b-41cb-a34b-850960ddab36,1764-1768,1764.0,1768.0,STAIRWELLS,91E23,9,91
2387,Das chinesische Kabinett südlich des Salons,9720672a-af9a-456d-8ef0-f9090693ce54,1737-1747,1737.0,1747.0,CABINETS_ROOMS,"23R,25FF411,32B3311(+51),43C1113","2,2,3,4","23,25,32,43"
2393,Der Hauptsaal,f2a4777a-b915-49c5-95cb-67ea4d7a2e0c,1732-1744,1732.0,1744.0,MAIN_HALLS,"43A433,46A1632,48C10,48C70,49C122,49C124,49L16,92B3,92C2,92N1","4,4,4,4,4,4,4,9,9,9","43,46,48,48,49,49,49,92,92,92"
2402,Das Eckgemach zum Garten,a70d079a-4cba-4bd1-8979-9b595b578154,1686-1688,1686.0,1688.0,PRESENCE_CHAMBERS,25HH,2,25
2405,Audienzsaal,1b4d2130-3a47-41d4-8600-2f21477c37d1,1784-85,1784.0,1785.0,PRESENCE_CHAMBERS,"11M41,11M42,11M43,11MM44,11N1,52A51,92D1916,96A43","1,1,1,1,1,5,9,9","11,11,11,11,11,52,92,96"
2423,Vorzimmer,728c2719-0d12-4657-9ac9-c9c468004c61,1709,1709.0,1709.0,ANTEROOMS,"25FF4231,92B1,92B53,92C4,92H18,94L69,94L8,96A5(FAMA)","2,9,9,9,9,9,9,9","25,92,92,92,92,94,94,96"
